,time,variable,value
0,0.7191637925662363,MYBL2,0.004693160779130285
1,0.2721603103059931,MYBL2,0.015781483006580103
2,0.26377423136521744,MYBL2,0.01574984672773232
3,0.9907347613730838,MYBL2,0.001107516766399535
4,0.8051809994464518,MYBL2,0.001107516766399535
5,0.7493599687607753,MYBL2,0.004693160778522871
6,0.7065655705906732,MYBL2,0.004693182068602395
7,0.6174808318584298,MYBL2,0.15744276501044369
8,0.742041849310906,MYBL2,0.004693160778522871
9,0.1713744949291117,MYBL2,6.116649904667458e-05
10,0.9319451693471626,MYBL2,0.001107516766399535
11,0.7389665217008529,MYBL2,0.004693160778522871
12,0.8317988831349886,MYBL2,0.001107516766399535
13,0.9826454554643432,MYBL2,0.001107516766399535
14,0.8141902839469326,MYBL2,0.001107516766399535
15,0.7899900349832664,MYBL2,0.001107516766399535
16,0.9187459617008853,MYBL2,0.001107516766399535
17,0.8598697061720433,MYBL2,0.001107516766399535
18,0.8797811801952568,MYBL2,0.001107516766399535
19,0.8598147005697325,MYBL2,0.001107516766399535
20,0.8141317959755549,MYBL2,0.001107516766399535
21,0.8404022342048916,MYBL2,0.001107516766399535
22,0.8564600711315434,MYBL2,0.001107516766399535
23,0.8989110997971491,MYBL2,0.001107516766399535
24,0.795013985520646,MYBL2,0.001107516766399535
25,0.7925949261902479,MYBL2,0.001107516766399535
26,0.7313012733707898,MYBL2,0.004693160778522871
27,0.8713362769179092,MYBL2,0.001107516766399535
28,0.879136704483579,MYBL2,0.001107516766399535
29,0.8116325630118607,MYBL2,0.001107516766399535
30,0.845362552362044,MYBL2,0.001107516766399535
31,0.7761879817646141,MYBL2,0.0011075167664069358
32,0.7471872078971268,MYBL2,0.004693160778522871
33,0.7090930978030378,MYBL2,0.004693163387019235
34,0.8253236552888734,MYBL2,0.001107516766399535
35,0.8550289757344468,MYBL2,0.001107516766399535
36,0.8876992168616945,MYBL2,0.001107516766399535
37,0.1027961365845694,MYBL2,0.00010042424870942167
38,0.8590314841086294,MYBL2,0.001107516766399535
39,0.8944376801513858,MYBL2,0.001107516766399535
40,0.8360973137351275,MYBL2,0.001107516766399535
41,0.8713444288273164,MYBL2,0.001107516766399535
42,0.770219359473018,MYBL2,0.0011075167832818222
43,0.9380052038267715,MYBL2,0.001107516766399535
44,0.8131234918411111,MYBL2,0.001107516766399535
45,0.2553076028535759,MYBL2,0.015620318714606016
46,0.7816756414011855,MYBL2,0.001107516766399535
47,0.786460733078459,MYBL2,0.001107516766399535
48,0.1572971564784634,MYBL2,6.116649904667458e-05
49,0.8201321553125129,MYBL2,0.001107516766399535
50,0.7362344448781688,MYBL2,0.004693160778522871
51,0.7439116440657123,MYBL2,0.004693160778522871
52,0.8122757724075141,MYBL2,0.001107516766399535
53,0.767344109794823,MYBL2,0.0011075174660841883
54,0.9739827458307956,MYBL2,0.001107516766399535
55,0.7954636859988177,MYBL2,0.001107516766399535
56,0.7477023610848107,MYBL2,0.004693160778522871
57,0.9460597651895919,MYBL2,0.001107516766399535
58,0.279779654680171,MYBL2,0.015788995145824214
59,0.27467471927579235,MYBL2,0.015785054492796942
