,time,variable,value
0,0.7191637925662363,DLL3,0.009173489249298119
1,0.2721603103059931,DLL3,0.1546027278618147
2,0.26377423136521744,DLL3,0.15429254633620726
3,0.9907347613730838,DLL3,0.0004051841776725592
4,0.8051809994464518,DLL3,0.0004051841776725592
5,0.7493599687607753,DLL3,0.009173489245026832
6,0.7065655705906732,DLL3,0.009173638963253026
7,0.6174808318584298,DLL3,0.1581328467952055
8,0.742041849310906,DLL3,0.009173489245026832
9,0.1713744949291117,DLL3,0.5507669362882214
10,0.9319451693471626,DLL3,0.0004051841776725592
11,0.7389665217008529,DLL3,0.009173489245026832
12,0.8317988831349886,DLL3,0.0004051841776725592
13,0.9826454554643432,DLL3,0.0004051841776725592
14,0.8141902839469326,DLL3,0.0004051841776725592
15,0.7899900349832664,DLL3,0.0004051841776725592
16,0.9187459617008853,DLL3,0.0004051841776725592
17,0.8598697061720433,DLL3,0.0004051841776725592
18,0.8797811801952568,DLL3,0.0004051841776725592
19,0.8598147005697325,DLL3,0.0004051841776725592
20,0.8141317959755549,DLL3,0.0004051841776725592
21,0.8404022342048916,DLL3,0.0004051841776725592
22,0.8564600711315434,DLL3,0.0004051841776725592
23,0.8989110997971491,DLL3,0.0004051841776725592
24,0.795013985520646,DLL3,0.0004051841776725592
25,0.7925949261902479,DLL3,0.0004051841776725592
26,0.7313012733707898,DLL3,0.009173489245027009
27,0.8713362769179092,DLL3,0.0004051841776725592
28,0.879136704483579,DLL3,0.0004051841776725592
29,0.8116325630118607,DLL3,0.0004051841776725592
30,0.845362552362044,DLL3,0.0004051841776725592
31,0.7761879817646141,DLL3,0.0004051841776870925
32,0.7471872078971268,DLL3,0.009173489245026832
33,0.7090930978030378,DLL3,0.00917350758875677
34,0.8253236552888734,DLL3,0.0004051841776725592
35,0.8550289757344468,DLL3,0.0004051841776725592
36,0.8876992168616945,DLL3,0.0004051841776725592
37,0.1027961365845694,DLL3,0.6210431624736599
38,0.8590314841086294,DLL3,0.0004051841776725592
39,0.8944376801513858,DLL3,0.0004051841776725592
40,0.8360973137351275,DLL3,0.0004051841776725592
41,0.8713444288273164,DLL3,0.0004051841776725592
42,0.770219359473018,DLL3,0.00040518421088045037
43,0.9380052038267715,DLL3,0.0004051841776725592
44,0.8131234918411111,DLL3,0.0004051841776725592
45,0.2553076028535759,DLL3,0.1530244308325884
46,0.7816756414011855,DLL3,0.00040518417767256763
47,0.786460733078459,DLL3,0.0004051841776725592
48,0.1572971564784634,DLL3,0.5507669362882214
49,0.8201321553125129,DLL3,0.0004051841776725592
50,0.7362344448781688,DLL3,0.009173489245026848
51,0.7439116440657123,DLL3,0.009173489245026832
52,0.8122757724075141,DLL3,0.0004051841776725592
53,0.767344109794823,DLL3,0.0004051855555101694
54,0.9739827458307956,DLL3,0.0004051841776725592
55,0.7954636859988177,DLL3,0.0004051841776725592
56,0.7477023610848107,DLL3,0.009173489245026832
57,0.9460597651895919,DLL3,0.0004051841776725592
58,0.279779654680171,DLL3,0.15467639262619648
59,0.27467471927579235,DLL3,0.1546377499078391
60,0.8488811697253954,DLL3,0.0004051841776725592
61,0.7431486095162483,DLL3,0.009173489245026832
